Simulation,Transitions
1908,"{'M_and_U_to_M_and_M': 19, 'U_and_M_to_U_and_U': 4, 'Polymerase_M_to_A': 62, 'A_and_M_to_A_and_A': 32, 'M_and_A_to_M_and_M': 69, 'A_and_U_to_A_and_A': 1, 'U_and_A_to_U_and_U': 1}"
1909,"{'U_and_M_to_U_and_U': 20, 'M_and_U_to_M_and_M': 23, 'Polymerase_M_to_A': 52, 'A_and_U_to_A_and_A': 19, 'A_and_M_to_A_and_A': 23, 'U_and_A_to_U_and_U': 13, 'M_and_A_to_M_and_M': 61}"
1910,"{'Polymerase_M_to_A': 51, 'U_and_M_to_U_and_U': 8, 'M_and_U_to_M_and_M': 11, 'A_and_U_to_A_and_A': 12, 'A_and_M_to_A_and_A': 30, 'M_and_A_to_M_and_M': 76, 'U_and_A_to_U_and_U': 1}"
1911,"{'M_and_U_to_M_and_M': 39, 'U_and_M_to_U_and_U': 15, 'Polymerase_M_to_A': 48, 'U_and_A_to_U_and_U': 20, 'M_and_A_to_M_and_M': 44, 'A_and_M_to_A_and_A': 19, 'A_and_U_to_A_and_A': 11}"
1912,"{'U_and_M_to_U_and_U': 27, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 42, 'A_and_U_to_A_and_A': 19, 'M_and_A_to_M_and_M': 45, 'A_and_M_to_A_and_A': 25, 'U_and_A_to_U_and_U': 24}"
1913,"{'U_and_M_to_U_and_U': 33, 'M_and_U_to_M_and_M': 39, 'Polymerase_M_to_A': 32, 'A_and_U_to_A_and_A': 25, 'M_and_A_to_M_and_M': 38, 'A_and_M_to_A_and_A': 23, 'U_and_A_to_U_and_U': 24}"
1914,"{'M_and_U_to_M_and_M': 34, 'U_and_M_to_U_and_U': 42, 'Polymerase_M_to_A': 30, 'A_and_M_to_A_and_A': 27, 'M_and_A_to_M_and_M': 39, 'A_and_U_to_A_and_A': 19, 'U_and_A_to_U_and_U': 26}"
1915,"{'U_and_M_to_U_and_U': 28, 'M_and_U_to_M_and_M': 43, 'Polymerase_M_to_A': 41, 'M_and_A_to_M_and_M': 24, 'A_and_U_to_A_and_A': 39, 'A_and_M_to_A_and_A': 11, 'U_and_A_to_U_and_U': 47}"
1916,"{'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 39, 'M_and_U_to_M_and_M': 30, 'A_and_U_to_A_and_A': 47, 'M_and_A_to_M_and_M': 38, 'A_and_M_to_A_and_A': 15, 'U_and_A_to_U_and_U': 42}"
1917,"{'M_and_U_to_M_and_M': 31, 'U_and_M_to_U_and_U': 18, 'Polymerase_M_to_A': 49, 'M_and_A_to_M_and_M': 47, 'A_and_M_to_A_and_A': 20, 'U_and_A_to_U_and_U': 26, 'A_and_U_to_A_and_A': 28}"
1918,"{'M_and_U_to_M_and_M': 23, 'Polymerase_M_to_A': 42, 'A_and_M_to_A_and_A': 34, 'U_and_A_to_U_and_U': 36, 'U_and_M_to_U_and_U': 5, 'M_and_A_to_M_and_M': 40, 'A_and_U_to_A_and_A': 23}"
1919,"{'U_and_M_to_U_and_U': 36, 'M_and_U_to_M_and_M': 40, 'Polymerase_M_to_A': 40, 'A_and_M_to_A_and_A': 25, 'A_and_U_to_A_and_A': 24, 'U_and_A_to_U_and_U': 32, 'M_and_A_to_M_and_M': 44}"
1920,"{'M_and_U_to_M_and_M': 42, 'U_and_M_to_U_and_U': 41, 'Polymerase_M_to_A': 25, 'A_and_M_to_A_and_A': 15, 'U_and_A_to_U_and_U': 49, 'A_and_U_to_A_and_A': 41, 'M_and_A_to_M_and_M': 17}"
1921,"{'M_and_U_to_M_and_M': 63, 'U_and_M_to_U_and_U': 49, 'Polymerase_M_to_A': 35, 'U_and_A_to_U_and_U': 36, 'M_and_A_to_M_and_M': 25, 'A_and_U_to_A_and_A': 19, 'A_and_M_to_A_and_A': 13}"
1922,"{'U_and_M_to_U_and_U': 31, 'M_and_U_to_M_and_M': 34, 'Polymerase_M_to_A': 23, 'A_and_M_to_A_and_A': 17, 'A_and_U_to_A_and_A': 27, 'U_and_A_to_U_and_U': 54, 'M_and_A_to_M_and_M': 8}"
1923,"{'U_and_M_to_U_and_U': 21, 'M_and_U_to_M_and_M': 30, 'Polymerase_M_to_A': 50, 'U_and_A_to_U_and_U': 16, 'A_and_M_to_A_and_A': 43, 'M_and_A_to_M_and_M': 77, 'A_and_U_to_A_and_A': 22}"
1924,"{'U_and_M_to_U_and_U': 11, 'Polymerase_M_to_A': 50, 'U_and_A_to_U_and_U': 4, 'M_and_U_to_M_and_M': 16, 'A_and_M_to_A_and_A': 23, 'A_and_U_to_A_and_A': 14, 'M_and_A_to_M_and_M': 62}"
1925,"{'M_and_U_to_M_and_M': 34, 'Polymerase_M_to_A': 32, 'U_and_M_to_U_and_U': 31, 'U_and_A_to_U_and_U': 23, 'A_and_M_to_A_and_A': 17, 'A_and_U_to_A_and_A': 31, 'M_and_A_to_M_and_M': 38}"
1926,"{'M_and_U_to_M_and_M': 45, 'U_and_M_to_U_and_U': 30, 'Polymerase_M_to_A': 57, 'U_and_A_to_U_and_U': 27, 'M_and_A_to_M_and_M': 49, 'A_and_M_to_A_and_A': 23, 'A_and_U_to_A_and_A': 19}"
1927,"{'U_and_M_to_U_and_U': 39, 'M_and_U_to_M_and_M': 45, 'Polymerase_M_to_A': 38, 'A_and_U_to_A_and_A': 35, 'U_and_A_to_U_and_U': 43, 'M_and_A_to_M_and_M': 17, 'A_and_M_to_A_and_A': 6}"
1928,"{'M_and_U_to_M_and_M': 29, 'Polymerase_M_to_A': 32, 'U_and_M_to_U_and_U': 28, 'M_and_A_to_M_and_M': 15, 'A_and_M_to_A_and_A': 10, 'A_and_U_to_A_and_A': 37, 'U_and_A_to_U_and_U': 52}"
1929,"{'M_and_U_to_M_and_M': 28, 'U_and_M_to_U_and_U': 23, 'Polymerase_M_to_A': 37, 'M_and_A_to_M_and_M': 44, 'A_and_U_to_A_and_A': 29, 'A_and_M_to_A_and_A': 20, 'U_and_A_to_U_and_U': 20}"
1930,"{'M_and_U_to_M_and_M': 18, 'Polymerase_M_to_A': 46, 'U_and_M_to_U_and_U': 10, 'A_and_M_to_A_and_A': 30, 'M_and_A_to_M_and_M': 57, 'A_and_U_to_A_and_A': 15, 'U_and_A_to_U_and_U': 10}"
1931,"{'U_and_M_to_U_and_U': 39, 'M_and_U_to_M_and_M': 64, 'Polymerase_M_to_A': 35, 'M_and_A_to_M_and_M': 10, 'U_and_A_to_U_and_U': 43, 'A_and_U_to_A_and_A': 21, 'A_and_M_to_A_and_A': 6}"
1932,"{'M_and_U_to_M_and_M': 35, 'U_and_M_to_U_and_U': 22, 'Polymerase_M_to_A': 47, 'M_and_A_to_M_and_M': 47, 'A_and_M_to_A_and_A': 28, 'U_and_A_to_U_and_U': 26, 'A_and_U_to_A_and_A': 18}"
1933,"{'Polymerase_M_to_A': 53, 'U_and_M_to_U_and_U': 13, 'M_and_U_to_M_and_M': 14, 'M_and_A_to_M_and_M': 60, 'A_and_M_to_A_and_A': 18, 'U_and_A_to_U_and_U': 7, 'A_and_U_to_A_and_A': 21}"
1934,"{'M_and_U_to_M_and_M': 33, 'U_and_M_to_U_and_U': 29, 'Polymerase_M_to_A': 40, 'U_and_A_to_U_and_U': 52, 'A_and_U_to_A_and_A': 35, 'M_and_A_to_M_and_M': 25, 'A_and_M_to_A_and_A': 16}"
1935,"{'M_and_U_to_M_and_M': 37, 'U_and_M_to_U_and_U': 20, 'Polymerase_M_to_A': 48, 'A_and_M_to_A_and_A': 22, 'U_and_A_to_U_and_U': 27, 'M_and_A_to_M_and_M': 45, 'A_and_U_to_A_and_A': 18}"
1936,"{'U_and_M_to_U_and_U': 35, 'M_and_U_to_M_and_M': 49, 'Polymerase_M_to_A': 31, 'A_and_M_to_A_and_A': 21, 'M_and_A_to_M_and_M': 38, 'A_and_U_to_A_and_A': 28, 'U_and_A_to_U_and_U': 28}"
1937,"{'M_and_U_to_M_and_M': 40, 'U_and_M_to_U_and_U': 40, 'Polymerase_M_to_A': 29, 'A_and_U_to_A_and_A': 36, 'A_and_M_to_A_and_A': 18, 'M_and_A_to_M_and_M': 25, 'U_and_A_to_U_and_U': 46}"
1938,"{'M_and_U_to_M_and_M': 30, 'U_and_M_to_U_and_U': 31, 'Polymerase_M_to_A': 33, 'A_and_M_to_A_and_A': 10, 'M_and_A_to_M_and_M': 10, 'U_and_A_to_U_and_U': 61, 'A_and_U_to_A_and_A': 34}"
1939,"{'M_and_U_to_M_and_M': 26, 'U_and_M_to_U_and_U': 16, 'Polymerase_M_to_A': 22, 'A_and_M_to_A_and_A': 21, 'A_and_U_to_A_and_A': 21, 'M_and_A_to_M_and_M': 8, 'U_and_A_to_U_and_U': 51}"
1940,"{'U_and_M_to_U_and_U': 27, 'M_and_U_to_M_and_M': 35, 'Polymerase_M_to_A': 38, 'A_and_U_to_A_and_A': 34, 'A_and_M_to_A_and_A': 21, 'M_and_A_to_M_and_M': 41, 'U_and_A_to_U_and_U': 32}"
1941,"{'Polymerase_M_to_A': 78, 'U_and_M_to_U_and_U': 19, 'M_and_U_to_M_and_M': 26, 'M_and_A_to_M_and_M': 86, 'A_and_M_to_A_and_A': 23, 'U_and_A_to_U_and_U': 4, 'A_and_U_to_A_and_A': 12}"
1942,"{'U_and_M_to_U_and_U': 21, 'Polymerase_M_to_A': 54, 'M_and_U_to_M_and_M': 41, 'M_and_A_to_M_and_M': 40, 'A_and_M_to_A_and_A': 28, 'A_and_U_to_A_and_A': 24, 'U_and_A_to_U_and_U': 47}"
1943,"{'U_and_M_to_U_and_U': 27, 'M_and_U_to_M_and_M': 31, 'Polymerase_M_to_A': 36, 'U_and_A_to_U_and_U': 49, 'A_and_M_to_A_and_A': 17, 'A_and_U_to_A_and_A': 46, 'M_and_A_to_M_and_M': 33}"
1944,"{'U_and_M_to_U_and_U': 39, 'M_and_U_to_M_and_M': 18, 'Polymerase_M_to_A': 9, 'U_and_A_to_U_and_U': 45, 'A_and_U_to_A_and_A': 42, 'A_and_M_to_A_and_A': 6, 'M_and_A_to_M_and_M': 2}"
1945,"{'U_and_M_to_U_and_U': 13, 'Polymerase_M_to_A': 56, 'M_and_U_to_M_and_M': 18, 'A_and_M_to_A_and_A': 22, 'U_and_A_to_U_and_U': 4, 'M_and_A_to_M_and_M': 62, 'A_and_U_to_A_and_A': 13}"
1946,"{'M_and_U_to_M_and_M': 37, 'U_and_M_to_U_and_U': 26, 'Polymerase_M_to_A': 50, 'A_and_M_to_A_and_A': 22, 'U_and_A_to_U_and_U': 36, 'M_and_A_to_M_and_M': 51, 'A_and_U_to_A_and_A': 22}"
1947,"{'M_and_U_to_M_and_M': 27, 'U_and_M_to_U_and_U': 15, 'Polymerase_M_to_A': 45, 'M_and_A_to_M_and_M': 55, 'A_and_M_to_A_and_A': 28, 'A_and_U_to_A_and_A': 3}"
1948,"{'M_and_U_to_M_and_M': 40, 'Polymerase_M_to_A': 30, 'U_and_M_to_U_and_U': 27, 'A_and_M_to_A_and_A': 21, 'A_and_U_to_A_and_A': 36, 'M_and_A_to_M_and_M': 31, 'U_and_A_to_U_and_U': 41}"
1949,"{'U_and_M_to_U_and_U': 41, 'Polymerase_M_to_A': 40, 'M_and_U_to_M_and_M': 43, 'A_and_M_to_A_and_A': 24, 'A_and_U_to_A_and_A': 28, 'U_and_A_to_U_and_U': 40, 'M_and_A_to_M_and_M': 45}"
1950,"{'U_and_M_to_U_and_U': 18, 'M_and_U_to_M_and_M': 25, 'Polymerase_M_to_A': 43, 'A_and_M_to_A_and_A': 36, 'U_and_A_to_U_and_U': 7, 'M_and_A_to_M_and_M': 59, 'A_and_U_to_A_and_A': 6}"
1951,"{'U_and_M_to_U_and_U': 37, 'M_and_U_to_M_and_M': 35, 'Polymerase_M_to_A': 23, 'M_and_A_to_M_and_M': 5, 'A_and_M_to_A_and_A': 12, 'A_and_U_to_A_and_A': 31, 'U_and_A_to_U_and_U': 57}"
1952,"{'M_and_U_to_M_and_M': 44, 'U_and_M_to_U_and_U': 32, 'Polymerase_M_to_A': 34, 'A_and_M_to_A_and_A': 26, 'M_and_A_to_M_and_M': 31, 'A_and_U_to_A_and_A': 28, 'U_and_A_to_U_and_U': 40}"
1953,"{'M_and_U_to_M_and_M': 34, 'U_and_M_to_U_and_U': 37, 'Polymerase_M_to_A': 35, 'U_and_A_to_U_and_U': 45, 'M_and_A_to_M_and_M': 18, 'A_and_M_to_A_and_A': 11, 'A_and_U_to_A_and_A': 33}"
1954,"{'M_and_U_to_M_and_M': 31, 'U_and_M_to_U_and_U': 25, 'Polymerase_M_to_A': 48, 'M_and_A_to_M_and_M': 43, 'A_and_M_to_A_and_A': 19, 'A_and_U_to_A_and_A': 27, 'U_and_A_to_U_and_U': 30}"
1955,"{'U_and_M_to_U_and_U': 25, 'M_and_U_to_M_and_M': 22, 'Polymerase_M_to_A': 21, 'U_and_A_to_U_and_U': 49, 'A_and_M_to_A_and_A': 11, 'A_and_U_to_A_and_A': 22, 'M_and_A_to_M_and_M': 1}"
1956,"{'U_and_M_to_U_and_U': 20, 'Polymerase_M_to_A': 43, 'M_and_U_to_M_and_M': 46, 'A_and_U_to_A_and_A': 26, 'A_and_M_to_A_and_A': 26, 'U_and_A_to_U_and_U': 38, 'M_and_A_to_M_and_M': 32}"
1957,"{'M_and_U_to_M_and_M': 18, 'U_and_M_to_U_and_U': 17, 'Polymerase_M_to_A': 54, 'A_and_M_to_A_and_A': 37, 'A_and_U_to_A_and_A': 21, 'M_and_A_to_M_and_M': 78, 'U_and_A_to_U_and_U': 8}"
1958,"{'U_and_M_to_U_and_U': 12, 'M_and_U_to_M_and_M': 24, 'Polymerase_M_to_A': 39, 'U_and_A_to_U_and_U': 8, 'A_and_M_to_A_and_A': 35, 'A_and_U_to_A_and_A': 11, 'M_and_A_to_M_and_M': 50}"
1959,"{'M_and_U_to_M_and_M': 28, 'Polymerase_M_to_A': 38, 'U_and_M_to_U_and_U': 22, 'M_and_A_to_M_and_M': 39, 'A_and_M_to_A_and_A': 13, 'U_and_A_to_U_and_U': 32, 'A_and_U_to_A_and_A': 36}"
1960,"{'U_and_M_to_U_and_U': 10, 'M_and_U_to_M_and_M': 20, 'Polymerase_M_to_A': 51, 'M_and_A_to_M_and_M': 75, 'A_and_U_to_A_and_A': 5, 'A_and_M_to_A_and_A': 40, 'U_and_A_to_U_and_U': 3}"
1961,"{'U_and_M_to_U_and_U': 25, 'Polymerase_M_to_A': 57, 'M_and_U_to_M_and_M': 36, 'A_and_U_to_A_and_A': 29, 'M_and_A_to_M_and_M': 60, 'A_and_M_to_A_and_A': 20, 'U_and_A_to_U_and_U': 34}"
1962,"{'U_and_M_to_U_and_U': 19, 'M_and_U_to_M_and_M': 31, 'Polymerase_M_to_A': 43, 'A_and_M_to_A_and_A': 31, 'U_and_A_to_U_and_U': 35, 'A_and_U_to_A_and_A': 29, 'M_and_A_to_M_and_M': 54}"
1963,"{'Polymerase_M_to_A': 56, 'A_and_U_to_A_and_A': 9, 'M_and_U_to_M_and_M': 16, 'M_and_A_to_M_and_M': 75, 'A_and_M_to_A_and_A': 33, 'U_and_M_to_U_and_U': 6, 'U_and_A_to_U_and_U': 4}"
1964,"{'M_and_U_to_M_and_M': 33, 'Polymerase_M_to_A': 38, 'U_and_M_to_U_and_U': 29, 'A_and_M_to_A_and_A': 25, 'A_and_U_to_A_and_A': 38, 'M_and_A_to_M_and_M': 40, 'U_and_A_to_U_and_U': 40}"
1965,"{'M_and_U_to_M_and_M': 50, 'U_and_M_to_U_and_U': 31, 'Polymerase_M_to_A': 43, 'A_and_M_to_A_and_A': 20, 'A_and_U_to_A_and_A': 31, 'U_and_A_to_U_and_U': 49, 'M_and_A_to_M_and_M': 32}"
1966,"{'M_and_U_to_M_and_M': 11, 'Polymerase_M_to_A': 40, 'U_and_M_to_U_and_U': 9, 'M_and_A_to_M_and_M': 48, 'A_and_U_to_A_and_A': 21, 'A_and_M_to_A_and_A': 19, 'U_and_A_to_U_and_U': 8}"
1967,"{'M_and_U_to_M_and_M': 48, 'U_and_M_to_U_and_U': 32, 'Polymerase_M_to_A': 29, 'A_and_U_to_A_and_A': 26, 'A_and_M_to_A_and_A': 24, 'U_and_A_to_U_and_U': 37, 'M_and_A_to_M_and_M': 33}"
1968,"{'U_and_M_to_U_and_U': 18, 'M_and_U_to_M_and_M': 27, 'Polymerase_M_to_A': 38, 'A_and_M_to_A_and_A': 24, 'M_and_A_to_M_and_M': 41, 'U_and_A_to_U_and_U': 16, 'A_and_U_to_A_and_A': 22}"
1969,"{'Polymerase_M_to_A': 13, 'U_and_M_to_U_and_U': 32, 'M_and_U_to_M_and_M': 15, 'U_and_A_to_U_and_U': 35, 'A_and_U_to_A_and_A': 17, 'A_and_M_to_A_and_A': 6, 'M_and_A_to_M_and_M': 1}"
1970,"{'U_and_M_to_U_and_U': 32, 'M_and_U_to_M_and_M': 43, 'Polymerase_M_to_A': 33, 'A_and_M_to_A_and_A': 25, 'M_and_A_to_M_and_M': 31, 'U_and_A_to_U_and_U': 52, 'A_and_U_to_A_and_A': 38}"
1971,"{'U_and_M_to_U_and_U': 8, 'M_and_U_to_M_and_M': 22, 'Polymerase_M_to_A': 53, 'A_and_M_to_A_and_A': 28, 'M_and_A_to_M_and_M': 56, 'A_and_U_to_A_and_A': 4, 'U_and_A_to_U_and_U': 4}"
1972,"{'U_and_M_to_U_and_U': 20, 'M_and_U_to_M_and_M': 31, 'Polymerase_M_to_A': 46, 'A_and_M_to_A_and_A': 28, 'M_and_A_to_M_and_M': 54, 'U_and_A_to_U_and_U': 27, 'A_and_U_to_A_and_A': 29}"
1973,"{'U_and_M_to_U_and_U': 18, 'M_and_U_to_M_and_M': 17, 'Polymerase_M_to_A': 22, 'A_and_M_to_A_and_A': 14, 'M_and_A_to_M_and_M': 3, 'U_and_A_to_U_and_U': 48, 'A_and_U_to_A_and_A': 17}"
1974,"{'M_and_U_to_M_and_M': 52, 'U_and_M_to_U_and_U': 30, 'Polymerase_M_to_A': 46, 'M_and_A_to_M_and_M': 36, 'A_and_M_to_A_and_A': 27, 'A_and_U_to_A_and_A': 25, 'U_and_A_to_U_and_U': 35}"
1975,"{'U_and_M_to_U_and_U': 42, 'M_and_U_to_M_and_M': 42, 'Polymerase_M_to_A': 27, 'U_and_A_to_U_and_U': 44, 'A_and_U_to_A_and_A': 27, 'A_and_M_to_A_and_A': 11, 'M_and_A_to_M_and_M': 11}"
1976,"{'M_and_U_to_M_and_M': 34, 'Polymerase_M_to_A': 48, 'U_and_M_to_U_and_U': 36, 'U_and_A_to_U_and_U': 30, 'A_and_M_to_A_and_A': 20, 'M_and_A_to_M_and_M': 50, 'A_and_U_to_A_and_A': 29}"
1977,"{'U_and_M_to_U_and_U': 23, 'M_and_U_to_M_and_M': 23, 'Polymerase_M_to_A': 21, 'A_and_M_to_A_and_A': 28, 'M_and_A_to_M_and_M': 16, 'U_and_A_to_U_and_U': 51, 'A_and_U_to_A_and_A': 34}"
1978,"{'U_and_M_to_U_and_U': 46, 'M_and_U_to_M_and_M': 40, 'Polymerase_M_to_A': 26, 'A_and_M_to_A_and_A': 11, 'U_and_A_to_U_and_U': 53, 'A_and_U_to_A_and_A': 30, 'M_and_A_to_M_and_M': 9}"
1979,"{'U_and_M_to_U_and_U': 33, 'M_and_U_to_M_and_M': 24, 'Polymerase_M_to_A': 23, 'A_and_U_to_A_and_A': 40, 'U_and_A_to_U_and_U': 51, 'A_and_M_to_A_and_A': 7, 'M_and_A_to_M_and_M': 9}"
1980,"{'U_and_M_to_U_and_U': 34, 'M_and_U_to_M_and_M': 28, 'Polymerase_M_to_A': 26, 'A_and_M_to_A_and_A': 12, 'A_and_U_to_A_and_A': 44, 'U_and_A_to_U_and_U': 57, 'M_and_A_to_M_and_M': 9}"
1981,"{'U_and_M_to_U_and_U': 36, 'M_and_U_to_M_and_M': 41, 'Polymerase_M_to_A': 38, 'M_and_A_to_M_and_M': 37, 'A_and_M_to_A_and_A': 15, 'A_and_U_to_A_and_A': 32, 'U_and_A_to_U_and_U': 24}"
1982,"{'M_and_U_to_M_and_M': 32, 'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 33, 'M_and_A_to_M_and_M': 16, 'A_and_M_to_A_and_A': 11, 'U_and_A_to_U_and_U': 71, 'A_and_U_to_A_and_A': 52}"
1983,"{'M_and_U_to_M_and_M': 45, 'U_and_M_to_U_and_U': 25, 'Polymerase_M_to_A': 46, 'A_and_M_to_A_and_A': 21, 'M_and_A_to_M_and_M': 44, 'U_and_A_to_U_and_U': 22, 'A_and_U_to_A_and_A': 17}"
1984,"{'M_and_U_to_M_and_M': 25, 'U_and_M_to_U_and_U': 19, 'Polymerase_M_to_A': 56, 'A_and_U_to_A_and_A': 15, 'M_and_A_to_M_and_M': 54, 'A_and_M_to_A_and_A': 17, 'U_and_A_to_U_and_U': 7}"
1985,"{'M_and_U_to_M_and_M': 22, 'Polymerase_M_to_A': 30, 'U_and_M_to_U_and_U': 27, 'A_and_U_to_A_and_A': 47, 'A_and_M_to_A_and_A': 7, 'U_and_A_to_U_and_U': 62, 'M_and_A_to_M_and_M': 10}"
1986,"{'U_and_M_to_U_and_U': 24, 'M_and_U_to_M_and_M': 42, 'Polymerase_M_to_A': 36, 'U_and_A_to_U_and_U': 44, 'A_and_M_to_A_and_A': 24, 'A_and_U_to_A_and_A': 26, 'M_and_A_to_M_and_M': 27}"
1987,"{'U_and_M_to_U_and_U': 16, 'M_and_U_to_M_and_M': 30, 'Polymerase_M_to_A': 52, 'M_and_A_to_M_and_M': 56, 'U_and_A_to_U_and_U': 14, 'A_and_M_to_A_and_A': 14, 'A_and_U_to_A_and_A': 15}"
1988,"{'U_and_M_to_U_and_U': 26, 'M_and_U_to_M_and_M': 52, 'Polymerase_M_to_A': 39, 'A_and_U_to_A_and_A': 35, 'U_and_A_to_U_and_U': 59, 'A_and_M_to_A_and_A': 23, 'M_and_A_to_M_and_M': 28}"
1989,"{'U_and_M_to_U_and_U': 31, 'M_and_U_to_M_and_M': 43, 'Polymerase_M_to_A': 35, 'U_and_A_to_U_and_U': 37, 'A_and_U_to_A_and_A': 33, 'M_and_A_to_M_and_M': 27, 'A_and_M_to_A_and_A': 14}"
1990,"{'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 30, 'U_and_M_to_U_and_U': 29, 'A_and_M_to_A_and_A': 23, 'A_and_U_to_A_and_A': 47, 'U_and_A_to_U_and_U': 55, 'M_and_A_to_M_and_M': 28}"
1991,"{'U_and_M_to_U_and_U': 37, 'M_and_U_to_M_and_M': 49, 'Polymerase_M_to_A': 41, 'A_and_M_to_A_and_A': 13, 'M_and_A_to_M_and_M': 35, 'A_and_U_to_A_and_A': 34, 'U_and_A_to_U_and_U': 34}"
1992,"{'M_and_U_to_M_and_M': 32, 'U_and_M_to_U_and_U': 33, 'Polymerase_M_to_A': 28, 'M_and_A_to_M_and_M': 24, 'A_and_M_to_A_and_A': 20, 'A_and_U_to_A_and_A': 35, 'U_and_A_to_U_and_U': 36}"
1993,"{'M_and_U_to_M_and_M': 44, 'U_and_M_to_U_and_U': 30, 'Polymerase_M_to_A': 34, 'U_and_A_to_U_and_U': 50, 'A_and_M_to_A_and_A': 14, 'M_and_A_to_M_and_M': 16, 'A_and_U_to_A_and_A': 31}"
1994,"{'M_and_U_to_M_and_M': 34, 'U_and_M_to_U_and_U': 41, 'Polymerase_M_to_A': 28, 'M_and_A_to_M_and_M': 12, 'A_and_U_to_A_and_A': 35, 'A_and_M_to_A_and_A': 8, 'U_and_A_to_U_and_U': 50}"
1995,"{'M_and_U_to_M_and_M': 26, 'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 23, 'A_and_M_to_A_and_A': 17, 'U_and_A_to_U_and_U': 44, 'M_and_A_to_M_and_M': 13, 'A_and_U_to_A_and_A': 21}"
1996,"{'U_and_M_to_U_and_U': 41, 'M_and_U_to_M_and_M': 43, 'Polymerase_M_to_A': 31, 'M_and_A_to_M_and_M': 17, 'U_and_A_to_U_and_U': 46, 'A_and_M_to_A_and_A': 9, 'A_and_U_to_A_and_A': 41}"
1997,"{'M_and_U_to_M_and_M': 27, 'U_and_M_to_U_and_U': 18, 'Polymerase_M_to_A': 42, 'A_and_U_to_A_and_A': 30, 'A_and_M_to_A_and_A': 35, 'M_and_A_to_M_and_M': 55, 'U_and_A_to_U_and_U': 35}"
1998,"{'M_and_U_to_M_and_M': 27, 'U_and_M_to_U_and_U': 20, 'Polymerase_M_to_A': 38, 'A_and_M_to_A_and_A': 21, 'M_and_A_to_M_and_M': 34, 'A_and_U_to_A_and_A': 34, 'U_and_A_to_U_and_U': 36}"
1999,"{'M_and_U_to_M_and_M': 39, 'U_and_M_to_U_and_U': 39, 'Polymerase_M_to_A': 29, 'A_and_M_to_A_and_A': 9, 'U_and_A_to_U_and_U': 54, 'A_and_U_to_A_and_A': 30, 'M_and_A_to_M_and_M': 6}"
2000,"{'M_and_U_to_M_and_M': 53, 'U_and_M_to_U_and_U': 38, 'Polymerase_M_to_A': 28, 'A_and_M_to_A_and_A': 12, 'A_and_U_to_A_and_A': 32, 'U_and_A_to_U_and_U': 43, 'M_and_A_to_M_and_M': 12}"
2001,"{'U_and_M_to_U_and_U': 17, 'M_and_U_to_M_and_M': 32, 'Polymerase_M_to_A': 56, 'A_and_M_to_A_and_A': 35, 'U_and_A_to_U_and_U': 24, 'M_and_A_to_M_and_M': 70, 'A_and_U_to_A_and_A': 23}"
2002,"{'M_and_U_to_M_and_M': 57, 'U_and_M_to_U_and_U': 48, 'Polymerase_M_to_A': 31, 'M_and_A_to_M_and_M': 22, 'U_and_A_to_U_and_U': 20, 'A_and_U_to_A_and_A': 21, 'A_and_M_to_A_and_A': 8}"
2003,"{'M_and_U_to_M_and_M': 17, 'Polymerase_M_to_A': 51, 'U_and_M_to_U_and_U': 14, 'M_and_A_to_M_and_M': 65, 'A_and_M_to_A_and_A': 22, 'A_and_U_to_A_and_A': 19, 'U_and_A_to_U_and_U': 7}"
2004,"{'U_and_M_to_U_and_U': 21, 'Polymerase_M_to_A': 49, 'M_and_U_to_M_and_M': 38, 'U_and_A_to_U_and_U': 25, 'A_and_U_to_A_and_A': 19, 'A_and_M_to_A_and_A': 16, 'M_and_A_to_M_and_M': 55}"
2005,"{'U_and_M_to_U_and_U': 13, 'M_and_U_to_M_and_M': 27, 'Polymerase_M_to_A': 59, 'A_and_M_to_A_and_A': 23, 'M_and_A_to_M_and_M': 63, 'A_and_U_to_A_and_A': 24, 'U_and_A_to_U_and_U': 24}"
2006,"{'U_and_M_to_U_and_U': 49, 'M_and_U_to_M_and_M': 50, 'Polymerase_M_to_A': 31, 'U_and_A_to_U_and_U': 51, 'A_and_U_to_A_and_A': 39, 'M_and_A_to_M_and_M': 12, 'A_and_M_to_A_and_A': 4}"
2007,"{'U_and_M_to_U_and_U': 16, 'M_and_U_to_M_and_M': 20, 'Polymerase_M_to_A': 45, 'M_and_A_to_M_and_M': 59, 'A_and_U_to_A_and_A': 20, 'A_and_M_to_A_and_A': 26, 'U_and_A_to_U_and_U': 9}"
2008,"{'M_and_U_to_M_and_M': 25, 'Polymerase_M_to_A': 54, 'U_and_M_to_U_and_U': 18, 'A_and_U_to_A_and_A': 23, 'M_and_A_to_M_and_M': 64, 'A_and_M_to_A_and_A': 22, 'U_and_A_to_U_and_U': 16}"
2009,"{'U_and_M_to_U_and_U': 22, 'M_and_U_to_M_and_M': 32, 'Polymerase_M_to_A': 43, 'A_and_M_to_A_and_A': 40, 'A_and_U_to_A_and_A': 37, 'U_and_A_to_U_and_U': 34, 'M_and_A_to_M_and_M': 62}"
