Simulation,Transitions
2010,"{'U_and_M_to_U_and_U': 33, 'M_and_U_to_M_and_M': 12, 'Polymerase_M_to_A': 11, 'A_and_U_to_A_and_A': 38, 'A_and_M_to_A_and_A': 6, 'U_and_A_to_U_and_U': 41, 'M_and_A_to_M_and_M': 3}"
2011,"{'M_and_U_to_M_and_M': 19, 'U_and_M_to_U_and_U': 13, 'Polymerase_M_to_A': 43, 'A_and_M_to_A_and_A': 34, 'M_and_A_to_M_and_M': 50, 'A_and_U_to_A_and_A': 9, 'U_and_A_to_U_and_U': 1}"
2012,"{'U_and_M_to_U_and_U': 17, 'M_and_U_to_M_and_M': 16, 'Polymerase_M_to_A': 22, 'M_and_A_to_M_and_M': 4, 'A_and_U_to_A_and_A': 41, 'U_and_A_to_U_and_U': 63, 'A_and_M_to_A_and_A': 15}"
2013,"{'M_and_U_to_M_and_M': 29, 'Polymerase_M_to_A': 35, 'U_and_M_to_U_and_U': 23, 'A_and_M_to_A_and_A': 15, 'M_and_A_to_M_and_M': 29, 'A_and_U_to_A_and_A': 40, 'U_and_A_to_U_and_U': 49}"
2014,"{'M_and_U_to_M_and_M': 37, 'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 47, 'A_and_M_to_A_and_A': 24, 'M_and_A_to_M_and_M': 53, 'U_and_A_to_U_and_U': 24, 'A_and_U_to_A_and_A': 25}"
2015,"{'U_and_M_to_U_and_U': 41, 'M_and_U_to_M_and_M': 50, 'Polymerase_M_to_A': 34, 'M_and_A_to_M_and_M': 37, 'A_and_U_to_A_and_A': 28, 'U_and_A_to_U_and_U': 37, 'A_and_M_to_A_and_A': 25}"
2016,"{'U_and_M_to_U_and_U': 22, 'Polymerase_M_to_A': 48, 'M_and_U_to_M_and_M': 41, 'U_and_A_to_U_and_U': 32, 'A_and_U_to_A_and_A': 21, 'A_and_M_to_A_and_A': 30, 'M_and_A_to_M_and_M': 50}"
2017,"{'M_and_U_to_M_and_M': 22, 'Polymerase_M_to_A': 61, 'A_and_M_to_A_and_A': 24, 'A_and_U_to_A_and_A': 23, 'U_and_M_to_U_and_U': 17, 'M_and_A_to_M_and_M': 76, 'U_and_A_to_U_and_U': 14}"
2018,"{'U_and_M_to_U_and_U': 31, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 40, 'A_and_U_to_A_and_A': 24, 'A_and_M_to_A_and_A': 28, 'M_and_A_to_M_and_M': 46, 'U_and_A_to_U_and_U': 30}"
2019,"{'U_and_M_to_U_and_U': 25, 'Polymerase_M_to_A': 41, 'M_and_U_to_M_and_M': 41, 'A_and_M_to_A_and_A': 24, 'M_and_A_to_M_and_M': 31, 'A_and_U_to_A_and_A': 36, 'U_and_A_to_U_and_U': 49}"
2020,"{'M_and_U_to_M_and_M': 47, 'U_and_M_to_U_and_U': 44, 'Polymerase_M_to_A': 41, 'A_and_M_to_A_and_A': 12, 'M_and_A_to_M_and_M': 32, 'U_and_A_to_U_and_U': 36, 'A_and_U_to_A_and_A': 28}"
2021,"{'M_and_U_to_M_and_M': 24, 'Polymerase_M_to_A': 35, 'U_and_M_to_U_and_U': 22, 'M_and_A_to_M_and_M': 47, 'A_and_M_to_A_and_A': 25, 'U_and_A_to_U_and_U': 23, 'A_and_U_to_A_and_A': 29}"
2022,"{'U_and_M_to_U_and_U': 10, 'Polymerase_M_to_A': 65, 'M_and_U_to_M_and_M': 21, 'A_and_M_to_A_and_A': 30, 'M_and_A_to_M_and_M': 70, 'A_and_U_to_A_and_A': 15, 'U_and_A_to_U_and_U': 11}"
2023,"{'M_and_U_to_M_and_M': 45, 'Polymerase_M_to_A': 31, 'U_and_M_to_U_and_U': 38, 'A_and_U_to_A_and_A': 18, 'A_and_M_to_A_and_A': 25, 'M_and_A_to_M_and_M': 29, 'U_and_A_to_U_and_U': 43}"
2024,"{'U_and_M_to_U_and_U': 29, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 43, 'U_and_A_to_U_and_U': 38, 'M_and_A_to_M_and_M': 30, 'A_and_M_to_A_and_A': 18, 'A_and_U_to_A_and_A': 24}"
2025,"{'M_and_U_to_M_and_M': 37, 'U_and_M_to_U_and_U': 25, 'Polymerase_M_to_A': 39, 'A_and_M_to_A_and_A': 23, 'M_and_A_to_M_and_M': 47, 'A_and_U_to_A_and_A': 28, 'U_and_A_to_U_and_U': 26}"
2026,"{'U_and_M_to_U_and_U': 17, 'Polymerase_M_to_A': 34, 'M_and_U_to_M_and_M': 17, 'A_and_U_to_A_and_A': 31, 'A_and_M_to_A_and_A': 22, 'M_and_A_to_M_and_M': 47, 'U_and_A_to_U_and_U': 19}"
2027,"{'U_and_M_to_U_and_U': 28, 'Polymerase_M_to_A': 49, 'M_and_U_to_M_and_M': 58, 'U_and_A_to_U_and_U': 39, 'A_and_U_to_A_and_A': 18, 'A_and_M_to_A_and_A': 22, 'M_and_A_to_M_and_M': 35}"
2028,"{'U_and_M_to_U_and_U': 13, 'M_and_U_to_M_and_M': 17, 'Polymerase_M_to_A': 42, 'A_and_U_to_A_and_A': 18, 'M_and_A_to_M_and_M': 66, 'A_and_M_to_A_and_A': 30, 'U_and_A_to_U_and_U': 8}"
2029,"{'U_and_M_to_U_and_U': 22, 'Polymerase_M_to_A': 36, 'A_and_M_to_A_and_A': 25, 'M_and_U_to_M_and_M': 41, 'M_and_A_to_M_and_M': 33, 'A_and_U_to_A_and_A': 23, 'U_and_A_to_U_and_U': 31}"
2030,"{'U_and_M_to_U_and_U': 40, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 39, 'A_and_U_to_A_and_A': 41, 'M_and_A_to_M_and_M': 34, 'U_and_A_to_U_and_U': 44, 'A_and_M_to_A_and_A': 19}"
2031,"{'U_and_M_to_U_and_U': 13, 'Polymerase_M_to_A': 50, 'M_and_U_to_M_and_M': 21, 'A_and_M_to_A_and_A': 28, 'A_and_U_to_A_and_A': 9, 'M_and_A_to_M_and_M': 66, 'U_and_A_to_U_and_U': 2}"
2032,"{'M_and_U_to_M_and_M': 40, 'U_and_M_to_U_and_U': 36, 'Polymerase_M_to_A': 40, 'A_and_M_to_A_and_A': 17, 'U_and_A_to_U_and_U': 23, 'A_and_U_to_A_and_A': 28, 'M_and_A_to_M_and_M': 34}"
2033,"{'M_and_U_to_M_and_M': 40, 'U_and_M_to_U_and_U': 28, 'Polymerase_M_to_A': 47, 'M_and_A_to_M_and_M': 51, 'A_and_U_to_A_and_A': 27, 'A_and_M_to_A_and_A': 35, 'U_and_A_to_U_and_U': 35}"
2034,"{'U_and_M_to_U_and_U': 19, 'M_and_U_to_M_and_M': 37, 'Polymerase_M_to_A': 53, 'A_and_M_to_A_and_A': 27, 'A_and_U_to_A_and_A': 27, 'U_and_A_to_U_and_U': 38, 'M_and_A_to_M_and_M': 49}"
2035,"{'M_and_U_to_M_and_M': 17, 'U_and_M_to_U_and_U': 4, 'Polymerase_M_to_A': 62, 'A_and_M_to_A_and_A': 36, 'M_and_A_to_M_and_M': 72, 'A_and_U_to_A_and_A': 1}"
2036,"{'M_and_U_to_M_and_M': 23, 'U_and_M_to_U_and_U': 26, 'Polymerase_M_to_A': 28, 'A_and_M_to_A_and_A': 28, 'A_and_U_to_A_and_A': 49, 'U_and_A_to_U_and_U': 32, 'M_and_A_to_M_and_M': 42}"
2037,"{'M_and_U_to_M_and_M': 34, 'U_and_M_to_U_and_U': 17, 'Polymerase_M_to_A': 51, 'U_and_A_to_U_and_U': 31, 'M_and_A_to_M_and_M': 40, 'A_and_M_to_A_and_A': 10, 'A_and_U_to_A_and_A': 21}"
2038,"{'U_and_M_to_U_and_U': 25, 'M_and_U_to_M_and_M': 27, 'Polymerase_M_to_A': 23, 'A_and_M_to_A_and_A': 23, 'A_and_U_to_A_and_A': 21, 'M_and_A_to_M_and_M': 28, 'U_and_A_to_U_and_U': 17}"
2039,"{'M_and_U_to_M_and_M': 43, 'U_and_M_to_U_and_U': 36, 'Polymerase_M_to_A': 46, 'M_and_A_to_M_and_M': 28, 'U_and_A_to_U_and_U': 47, 'A_and_M_to_A_and_A': 16, 'A_and_U_to_A_and_A': 27}"
2040,"{'M_and_U_to_M_and_M': 22, 'U_and_M_to_U_and_U': 15, 'Polymerase_M_to_A': 55, 'A_and_M_to_A_and_A': 22, 'U_and_A_to_U_and_U': 22, 'M_and_A_to_M_and_M': 53, 'A_and_U_to_A_and_A': 25}"
2041,"{'U_and_M_to_U_and_U': 10, 'Polymerase_M_to_A': 46, 'M_and_U_to_M_and_M': 25, 'A_and_U_to_A_and_A': 23, 'A_and_M_to_A_and_A': 34, 'U_and_A_to_U_and_U': 23, 'M_and_A_to_M_and_M': 54}"
2042,"{'U_and_M_to_U_and_U': 35, 'M_and_U_to_M_and_M': 37, 'Polymerase_M_to_A': 30, 'U_and_A_to_U_and_U': 39, 'A_and_M_to_A_and_A': 6, 'A_and_U_to_A_and_A': 15, 'M_and_A_to_M_and_M': 6}"
2043,"{'U_and_M_to_U_and_U': 17, 'M_and_U_to_M_and_M': 10, 'Polymerase_M_to_A': 18, 'A_and_M_to_A_and_A': 10, 'U_and_A_to_U_and_U': 60, 'A_and_U_to_A_and_A': 37, 'M_and_A_to_M_and_M': 1}"
2044,"{'M_and_U_to_M_and_M': 41, 'U_and_M_to_U_and_U': 34, 'Polymerase_M_to_A': 22, 'A_and_M_to_A_and_A': 8, 'M_and_A_to_M_and_M': 16, 'U_and_A_to_U_and_U': 39, 'A_and_U_to_A_and_A': 32}"
2045,"{'Polymerase_M_to_A': 38, 'M_and_U_to_M_and_M': 43, 'U_and_M_to_U_and_U': 40, 'U_and_A_to_U_and_U': 27, 'A_and_M_to_A_and_A': 23, 'A_and_U_to_A_and_A': 15, 'M_and_A_to_M_and_M': 40}"
2046,"{'U_and_M_to_U_and_U': 47, 'M_and_U_to_M_and_M': 34, 'Polymerase_M_to_A': 26, 'M_and_A_to_M_and_M': 17, 'A_and_M_to_A_and_A': 10, 'A_and_U_to_A_and_A': 43, 'U_and_A_to_U_and_U': 42}"
2047,"{'M_and_U_to_M_and_M': 32, 'U_and_M_to_U_and_U': 30, 'Polymerase_M_to_A': 26, 'A_and_M_to_A_and_A': 21, 'A_and_U_to_A_and_A': 41, 'M_and_A_to_M_and_M': 20, 'U_and_A_to_U_and_U': 55}"
2048,"{'U_and_M_to_U_and_U': 36, 'M_and_U_to_M_and_M': 25, 'Polymerase_M_to_A': 24, 'M_and_A_to_M_and_M': 15, 'A_and_M_to_A_and_A': 12, 'A_and_U_to_A_and_A': 52, 'U_and_A_to_U_and_U': 58}"
2049,"{'M_and_U_to_M_and_M': 24, 'U_and_M_to_U_and_U': 22, 'Polymerase_M_to_A': 45, 'U_and_A_to_U_and_U': 34, 'A_and_M_to_A_and_A': 26, 'M_and_A_to_M_and_M': 41, 'A_and_U_to_A_and_A': 10}"
2050,"{'M_and_U_to_M_and_M': 26, 'U_and_M_to_U_and_U': 18, 'Polymerase_M_to_A': 54, 'A_and_U_to_A_and_A': 23, 'A_and_M_to_A_and_A': 22, 'M_and_A_to_M_and_M': 57, 'U_and_A_to_U_and_U': 16}"
2051,"{'U_and_M_to_U_and_U': 22, 'M_and_U_to_M_and_M': 37, 'Polymerase_M_to_A': 45, 'A_and_M_to_A_and_A': 22, 'M_and_A_to_M_and_M': 38, 'U_and_A_to_U_and_U': 31, 'A_and_U_to_A_and_A': 22}"
2052,"{'Polymerase_M_to_A': 34, 'U_and_M_to_U_and_U': 32, 'M_and_U_to_M_and_M': 36, 'M_and_A_to_M_and_M': 32, 'A_and_M_to_A_and_A': 31, 'U_and_A_to_U_and_U': 52, 'A_and_U_to_A_and_A': 32}"
2053,"{'M_and_U_to_M_and_M': 33, 'U_and_M_to_U_and_U': 22, 'Polymerase_M_to_A': 42, 'U_and_A_to_U_and_U': 17, 'A_and_M_to_A_and_A': 26, 'A_and_U_to_A_and_A': 19, 'M_and_A_to_M_and_M': 54}"
2054,"{'M_and_U_to_M_and_M': 42, 'U_and_M_to_U_and_U': 30, 'Polymerase_M_to_A': 47, 'M_and_A_to_M_and_M': 32, 'U_and_A_to_U_and_U': 34, 'A_and_M_to_A_and_A': 11, 'A_and_U_to_A_and_A': 25}"
2055,"{'U_and_M_to_U_and_U': 25, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 38, 'M_and_A_to_M_and_M': 36, 'A_and_M_to_A_and_A': 24, 'U_and_A_to_U_and_U': 38, 'A_and_U_to_A_and_A': 36}"
2056,"{'M_and_U_to_M_and_M': 64, 'U_and_M_to_U_and_U': 43, 'Polymerase_M_to_A': 31, 'A_and_U_to_A_and_A': 20, 'U_and_A_to_U_and_U': 43, 'M_and_A_to_M_and_M': 9, 'A_and_M_to_A_and_A': 9}"
2057,"{'U_and_M_to_U_and_U': 10, 'Polymerase_M_to_A': 49, 'M_and_U_to_M_and_M': 22, 'U_and_A_to_U_and_U': 5, 'A_and_M_to_A_and_A': 39, 'M_and_A_to_M_and_M': 63, 'A_and_U_to_A_and_A': 7}"
2058,"{'M_and_U_to_M_and_M': 41, 'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 40, 'M_and_A_to_M_and_M': 28, 'A_and_M_to_A_and_A': 14, 'U_and_A_to_U_and_U': 38, 'A_and_U_to_A_and_A': 38}"
2059,"{'U_and_M_to_U_and_U': 16, 'M_and_U_to_M_and_M': 26, 'Polymerase_M_to_A': 60, 'A_and_M_to_A_and_A': 25, 'U_and_A_to_U_and_U': 12, 'M_and_A_to_M_and_M': 72, 'A_and_U_to_A_and_A': 17}"
2060,"{'M_and_U_to_M_and_M': 26, 'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 40, 'A_and_M_to_A_and_A': 20, 'A_and_U_to_A_and_A': 31, 'M_and_A_to_M_and_M': 43, 'U_and_A_to_U_and_U': 30}"
2061,"{'M_and_U_to_M_and_M': 33, 'U_and_M_to_U_and_U': 39, 'Polymerase_M_to_A': 33, 'A_and_M_to_A_and_A': 20, 'M_and_A_to_M_and_M': 37, 'A_and_U_to_A_and_A': 22, 'U_and_A_to_U_and_U': 28}"
2062,"{'U_and_M_to_U_and_U': 32, 'M_and_U_to_M_and_M': 27, 'Polymerase_M_to_A': 19, 'M_and_A_to_M_and_M': 7, 'A_and_M_to_A_and_A': 11, 'A_and_U_to_A_and_A': 28, 'U_and_A_to_U_and_U': 50}"
2063,"{'M_and_U_to_M_and_M': 31, 'U_and_M_to_U_and_U': 31, 'Polymerase_M_to_A': 27, 'A_and_M_to_A_and_A': 16, 'U_and_A_to_U_and_U': 53, 'A_and_U_to_A_and_A': 35, 'M_and_A_to_M_and_M': 19}"
2064,"{'U_and_M_to_U_and_U': 18, 'M_and_U_to_M_and_M': 42, 'Polymerase_M_to_A': 46, 'A_and_M_to_A_and_A': 32, 'A_and_U_to_A_and_A': 17, 'M_and_A_to_M_and_M': 54, 'U_and_A_to_U_and_U': 29}"
2065,"{'U_and_M_to_U_and_U': 13, 'M_and_U_to_M_and_M': 25, 'Polymerase_M_to_A': 50, 'M_and_A_to_M_and_M': 52, 'A_and_M_to_A_and_A': 29, 'U_and_A_to_U_and_U': 20, 'A_and_U_to_A_and_A': 21}"
2066,"{'Polymerase_M_to_A': 34, 'M_and_U_to_M_and_M': 29, 'A_and_M_to_A_and_A': 18, 'U_and_M_to_U_and_U': 30, 'U_and_A_to_U_and_U': 46, 'A_and_U_to_A_and_A': 28, 'M_and_A_to_M_and_M': 30}"
2067,"{'M_and_U_to_M_and_M': 41, 'U_and_M_to_U_and_U': 31, 'Polymerase_M_to_A': 34, 'A_and_M_to_A_and_A': 21, 'A_and_U_to_A_and_A': 34, 'U_and_A_to_U_and_U': 36, 'M_and_A_to_M_and_M': 32}"
2068,"{'U_and_M_to_U_and_U': 40, 'M_and_U_to_M_and_M': 45, 'Polymerase_M_to_A': 45, 'A_and_M_to_A_and_A': 15, 'A_and_U_to_A_and_A': 45, 'M_and_A_to_M_and_M': 37, 'U_and_A_to_U_and_U': 46}"
2069,"{'Polymerase_M_to_A': 20, 'U_and_M_to_U_and_U': 28, 'U_and_A_to_U_and_U': 44, 'M_and_U_to_M_and_M': 16, 'M_and_A_to_M_and_M': 3, 'A_and_M_to_A_and_A': 5, 'A_and_U_to_A_and_A': 24}"
2070,"{'M_and_U_to_M_and_M': 32, 'U_and_M_to_U_and_U': 21, 'Polymerase_M_to_A': 34, 'A_and_M_to_A_and_A': 29, 'A_and_U_to_A_and_A': 17, 'U_and_A_to_U_and_U': 13, 'M_and_A_to_M_and_M': 30}"
2071,"{'U_and_M_to_U_and_U': 26, 'M_and_U_to_M_and_M': 23, 'Polymerase_M_to_A': 39, 'M_and_A_to_M_and_M': 26, 'A_and_U_to_A_and_A': 26, 'U_and_A_to_U_and_U': 41, 'A_and_M_to_A_and_A': 14}"
2072,"{'M_and_U_to_M_and_M': 29, 'U_and_M_to_U_and_U': 14, 'Polymerase_M_to_A': 44, 'U_and_A_to_U_and_U': 36, 'A_and_M_to_A_and_A': 28, 'M_and_A_to_M_and_M': 46, 'A_and_U_to_A_and_A': 31}"
2073,"{'U_and_M_to_U_and_U': 18, 'M_and_U_to_M_and_M': 23, 'Polymerase_M_to_A': 35, 'M_and_A_to_M_and_M': 53, 'A_and_M_to_A_and_A': 25, 'A_and_U_to_A_and_A': 17, 'U_and_A_to_U_and_U': 7}"
2074,"{'U_and_M_to_U_and_U': 28, 'M_and_U_to_M_and_M': 32, 'Polymerase_M_to_A': 42, 'A_and_M_to_A_and_A': 20, 'M_and_A_to_M_and_M': 36, 'A_and_U_to_A_and_A': 30, 'U_and_A_to_U_and_U': 31}"
2075,"{'M_and_U_to_M_and_M': 32, 'U_and_M_to_U_and_U': 17, 'Polymerase_M_to_A': 41, 'A_and_U_to_A_and_A': 21, 'M_and_A_to_M_and_M': 38, 'U_and_A_to_U_and_U': 25, 'A_and_M_to_A_and_A': 23}"
2076,"{'U_and_M_to_U_and_U': 22, 'M_and_U_to_M_and_M': 41, 'Polymerase_M_to_A': 50, 'A_and_M_to_A_and_A': 32, 'M_and_A_to_M_and_M': 51, 'A_and_U_to_A_and_A': 34, 'U_and_A_to_U_and_U': 38}"
2077,"{'M_and_U_to_M_and_M': 50, 'U_and_M_to_U_and_U': 33, 'Polymerase_M_to_A': 40, 'A_and_M_to_A_and_A': 22, 'M_and_A_to_M_and_M': 32, 'A_and_U_to_A_and_A': 23, 'U_and_A_to_U_and_U': 41}"
2078,"{'U_and_M_to_U_and_U': 34, 'Polymerase_M_to_A': 21, 'M_and_U_to_M_and_M': 14, 'A_and_U_to_A_and_A': 26, 'M_and_A_to_M_and_M': 12, 'U_and_A_to_U_and_U': 38, 'A_and_M_to_A_and_A': 5}"
2079,"{'M_and_U_to_M_and_M': 34, 'U_and_M_to_U_and_U': 30, 'Polymerase_M_to_A': 31, 'A_and_M_to_A_and_A': 31, 'U_and_A_to_U_and_U': 14, 'A_and_U_to_A_and_A': 22, 'M_and_A_to_M_and_M': 51}"
2080,"{'U_and_M_to_U_and_U': 26, 'M_and_U_to_M_and_M': 28, 'Polymerase_M_to_A': 35, 'M_and_A_to_M_and_M': 51, 'A_and_M_to_A_and_A': 30, 'A_and_U_to_A_and_A': 17, 'U_and_A_to_U_and_U': 4}"
2081,"{'Polymerase_M_to_A': 50, 'U_and_A_to_U_and_U': 32, 'A_and_M_to_A_and_A': 32, 'M_and_A_to_M_and_M': 51, 'U_and_M_to_U_and_U': 15, 'M_and_U_to_M_and_M': 31, 'A_and_U_to_A_and_A': 26}"
2082,"{'M_and_U_to_M_and_M': 55, 'U_and_M_to_U_and_U': 42, 'Polymerase_M_to_A': 49, 'M_and_A_to_M_and_M': 47, 'A_and_M_to_A_and_A': 17, 'U_and_A_to_U_and_U': 23, 'A_and_U_to_A_and_A': 21}"
2083,"{'U_and_M_to_U_and_U': 20, 'M_and_U_to_M_and_M': 30, 'Polymerase_M_to_A': 55, 'A_and_M_to_A_and_A': 25, 'M_and_A_to_M_and_M': 61, 'A_and_U_to_A_and_A': 27, 'U_and_A_to_U_and_U': 22}"
2084,"{'U_and_M_to_U_and_U': 37, 'M_and_U_to_M_and_M': 21, 'Polymerase_M_to_A': 32, 'A_and_M_to_A_and_A': 14, 'A_and_U_to_A_and_A': 39, 'U_and_A_to_U_and_U': 39, 'M_and_A_to_M_and_M': 31}"
2085,"{'M_and_U_to_M_and_M': 42, 'U_and_M_to_U_and_U': 34, 'Polymerase_M_to_A': 33, 'M_and_A_to_M_and_M': 25, 'A_and_M_to_A_and_A': 17, 'U_and_A_to_U_and_U': 35, 'A_and_U_to_A_and_A': 27}"
2086,"{'U_and_M_to_U_and_U': 25, 'M_and_U_to_M_and_M': 41, 'Polymerase_M_to_A': 48, 'A_and_M_to_A_and_A': 11, 'A_and_U_to_A_and_A': 19, 'U_and_A_to_U_and_U': 20, 'M_and_A_to_M_and_M': 37}"
2087,"{'Polymerase_M_to_A': 50, 'U_and_M_to_U_and_U': 9, 'M_and_U_to_M_and_M': 21, 'A_and_U_to_A_and_A': 9, 'U_and_A_to_U_and_U': 7, 'A_and_M_to_A_and_A': 38, 'M_and_A_to_M_and_M': 76}"
2088,"{'U_and_M_to_U_and_U': 23, 'M_and_U_to_M_and_M': 21, 'Polymerase_M_to_A': 29, 'A_and_M_to_A_and_A': 16, 'A_and_U_to_A_and_A': 41, 'M_and_A_to_M_and_M': 18, 'U_and_A_to_U_and_U': 64}"
2089,"{'M_and_U_to_M_and_M': 54, 'U_and_M_to_U_and_U': 32, 'Polymerase_M_to_A': 38, 'M_and_A_to_M_and_M': 30, 'A_and_U_to_A_and_A': 18, 'A_and_M_to_A_and_A': 21, 'U_and_A_to_U_and_U': 31}"
2090,"{'M_and_U_to_M_and_M': 26, 'U_and_M_to_U_and_U': 25, 'Polymerase_M_to_A': 33, 'A_and_M_to_A_and_A': 16, 'M_and_A_to_M_and_M': 26, 'A_and_U_to_A_and_A': 37, 'U_and_A_to_U_and_U': 43}"
2091,"{'U_and_M_to_U_and_U': 43, 'M_and_U_to_M_and_M': 51, 'Polymerase_M_to_A': 36, 'U_and_A_to_U_and_U': 38, 'A_and_M_to_A_and_A': 14, 'M_and_A_to_M_and_M': 30, 'A_and_U_to_A_and_A': 32}"
2092,"{'U_and_M_to_U_and_U': 41, 'M_and_U_to_M_and_M': 48, 'Polymerase_M_to_A': 37, 'A_and_U_to_A_and_A': 29, 'U_and_A_to_U_and_U': 28, 'M_and_A_to_M_and_M': 34, 'A_and_M_to_A_and_A': 11}"
2093,"{'M_and_U_to_M_and_M': 38, 'U_and_M_to_U_and_U': 31, 'Polymerase_M_to_A': 44, 'A_and_U_to_A_and_A': 30, 'A_and_M_to_A_and_A': 28, 'M_and_A_to_M_and_M': 55, 'U_and_A_to_U_and_U': 35}"
2094,"{'U_and_M_to_U_and_U': 27, 'M_and_U_to_M_and_M': 29, 'Polymerase_M_to_A': 47, 'A_and_U_to_A_and_A': 23, 'M_and_A_to_M_and_M': 61, 'U_and_A_to_U_and_U': 10, 'A_and_M_to_A_and_A': 18}"
2095,"{'M_and_U_to_M_and_M': 26, 'U_and_M_to_U_and_U': 21, 'Polymerase_M_to_A': 37, 'A_and_U_to_A_and_A': 27, 'A_and_M_to_A_and_A': 32, 'M_and_A_to_M_and_M': 54, 'U_and_A_to_U_and_U': 17}"
2096,"{'M_and_U_to_M_and_M': 26, 'U_and_M_to_U_and_U': 26, 'Polymerase_M_to_A': 42, 'A_and_M_to_A_and_A': 30, 'U_and_A_to_U_and_U': 18, 'A_and_U_to_A_and_A': 25, 'M_and_A_to_M_and_M': 50}"
2097,"{'U_and_M_to_U_and_U': 37, 'M_and_U_to_M_and_M': 49, 'Polymerase_M_to_A': 25, 'A_and_M_to_A_and_A': 19, 'A_and_U_to_A_and_A': 31, 'U_and_A_to_U_and_U': 34, 'M_and_A_to_M_and_M': 22}"
2098,"{'M_and_U_to_M_and_M': 44, 'Polymerase_M_to_A': 34, 'U_and_M_to_U_and_U': 31, 'A_and_M_to_A_and_A': 25, 'M_and_A_to_M_and_M': 19, 'U_and_A_to_U_and_U': 43, 'A_and_U_to_A_and_A': 19}"
2099,"{'U_and_M_to_U_and_U': 36, 'M_and_U_to_M_and_M': 30, 'Polymerase_M_to_A': 22, 'U_and_A_to_U_and_U': 55, 'A_and_U_to_A_and_A': 26, 'A_and_M_to_A_and_A': 12, 'M_and_A_to_M_and_M': 5}"
2100,"{'U_and_M_to_U_and_U': 21, 'M_and_U_to_M_and_M': 34, 'Polymerase_M_to_A': 40, 'M_and_A_to_M_and_M': 38, 'A_and_U_to_A_and_A': 28, 'A_and_M_to_A_and_A': 9, 'U_and_A_to_U_and_U': 32}"
2101,"{'U_and_M_to_U_and_U': 19, 'M_and_U_to_M_and_M': 31, 'Polymerase_M_to_A': 60, 'A_and_U_to_A_and_A': 12, 'A_and_M_to_A_and_A': 25, 'M_and_A_to_M_and_M': 63, 'U_and_A_to_U_and_U': 13}"
2102,"{'M_and_U_to_M_and_M': 26, 'Polymerase_M_to_A': 23, 'A_and_M_to_A_and_A': 12, 'U_and_M_to_U_and_U': 33, 'U_and_A_to_U_and_U': 47, 'A_and_U_to_A_and_A': 27, 'M_and_A_to_M_and_M': 13}"
2103,"{'M_and_U_to_M_and_M': 29, 'U_and_M_to_U_and_U': 20, 'Polymerase_M_to_A': 48, 'M_and_A_to_M_and_M': 50, 'A_and_M_to_A_and_A': 21, 'A_and_U_to_A_and_A': 22, 'U_and_A_to_U_and_U': 22}"
2104,"{'M_and_U_to_M_and_M': 25, 'U_and_M_to_U_and_U': 15, 'Polymerase_M_to_A': 34, 'A_and_U_to_A_and_A': 15, 'M_and_A_to_M_and_M': 53, 'U_and_A_to_U_and_U': 12, 'A_and_M_to_A_and_A': 28}"
2105,"{'U_and_M_to_U_and_U': 30, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 42, 'M_and_A_to_M_and_M': 44, 'A_and_M_to_A_and_A': 26, 'A_and_U_to_A_and_A': 26, 'U_and_A_to_U_and_U': 35}"
2106,"{'M_and_U_to_M_and_M': 36, 'U_and_M_to_U_and_U': 30, 'Polymerase_M_to_A': 39, 'M_and_A_to_M_and_M': 52, 'A_and_M_to_A_and_A': 32, 'A_and_U_to_A_and_A': 25, 'U_and_A_to_U_and_U': 26}"
2107,"{'U_and_M_to_U_and_U': 41, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 26, 'A_and_M_to_A_and_A': 14, 'M_and_A_to_M_and_M': 11, 'A_and_U_to_A_and_A': 27, 'U_and_A_to_U_and_U': 52}"
2108,"{'M_and_U_to_M_and_M': 23, 'U_and_M_to_U_and_U': 18, 'Polymerase_M_to_A': 56, 'A_and_U_to_A_and_A': 16, 'M_and_A_to_M_and_M': 67, 'A_and_M_to_A_and_A': 27, 'U_and_A_to_U_and_U': 7}"
2109,"{'M_and_U_to_M_and_M': 31, 'U_and_M_to_U_and_U': 22, 'Polymerase_M_to_A': 47, 'A_and_U_to_A_and_A': 19, 'M_and_A_to_M_and_M': 55, 'A_and_M_to_A_and_A': 23, 'U_and_A_to_U_and_U': 18}"
2110,"{'U_and_M_to_U_and_U': 31, 'M_and_U_to_M_and_M': 44, 'Polymerase_M_to_A': 48, 'M_and_A_to_M_and_M': 44, 'A_and_M_to_A_and_A': 20, 'U_and_A_to_U_and_U': 27, 'A_and_U_to_A_and_A': 19}"
2111,"{'M_and_U_to_M_and_M': 28, 'Polymerase_M_to_A': 34, 'M_and_A_to_M_and_M': 23, 'U_and_M_to_U_and_U': 31, 'U_and_A_to_U_and_U': 50, 'A_and_U_to_A_and_A': 28, 'A_and_M_to_A_and_A': 19}"
